	MK1_Ctrl	MK1_Ezh2	MK1_GSK	MK1_panT	SC2_Ctrl	SC2_Ezh2	SC2_GSK	SC2_Sima
ERLIN1	0.439509950514944	0.332459079555966	0.407732868751524	0.324254034163712	0.520797677486604	0.485596137959554	0.869593088610438	0.27835238903957
ERLIN2	0.331695268347038	0.227347007775952	0.387025567021625	0.288665189556566	1.40557787069257	1.27917472045236	1.28536043502769	1.1015121929098
ERLNC1	0	0.000905008220201335	0	0.00668209277307456	0	0	0	0
ERMAP	0.120936165782779	0.189742538881179	0.198278279759648	0.259388322319707	0.321500620077878	0.343309771500657	0.495795770519104	0.199847614643898
ERMARD	0.00551425050991577	0.011721055210683	0.00750433629866991	0.000956481625868699	0.0290429031348304	0.0234099673170974	0.0199176989398307	0.0232130464481824
ERMN	0	0	0	0	0	0	0	0
ERMP1	0.647202044210258	0.552731690631044	0.540395275688509	0.693121772685941	0.232170196283226	0.197363537735942	0.590740580397282	0.0845257758259836
ERN1	0.0674580428833249	0.0698019004970077	0.14823727774627	0.128093192950064	0.281277512643835	0.191016246444595	0.510653151085139	0.286817181093701
ERN2	0.00092050664080546	0	0	0	0	0.00090744264359124	0	0
ERO1A	1.02112258901011	0.974599841288891	0.860901442739289	0.784831076605036	0.760599839755619	0.7539855941146	1.27420928699	0.625180210972331
ERO1B	0.107323998519002	0.0895050261733891	0.0963980033337337	0.410285059230896	0.331182564321625	0.181442639878225	0.541984333137828	0.154314358979195
ERP27	0	0	0	0	0	0	0	0
ERP29	1.55313254877781	1.49621025066578	1.53521626845116	1.54529846627513	0.921999949788431	0.975120491091224	1.11387529983981	0.842249448554344
ERP44	0.64425930951557	0.547785918339074	0.56793715138137	0.613436119412191	0.990300099528405	0.890493153023403	1.2579483662136	0.815905705645159
ERRFI1	0.0273628736943085	0.0732479181136274	0.0435391936295415	0.0479896514697269	0.0863846088893382	0.202894601894621	0.143990709937624	0.478379225165684
ERV3-1	0.432704078341075	0.386091172301967	0.258483283974623	0.61468637766934	0.294535290749093	0.217801468870767	0.176297644714169	0.0906919465148556
ERV3-1-ZNF117	0.00275975981556453	0.00992400252392855	0.00281870246103837	0.000956481625868699	0.00202183819888801	0.0036263509510773	0.00100244288571136	0
ERVFC1	0	0	0	0	0	0	0	0
ERVFRD-1	0	0	0	0	0.0100809748871015	0.00090744264359124	0	0.00187085057734822
ERVH48-1	0.00092050664080546	0.000905008220201335	0.0103084292389637	0.0142810643447586	0.0240770348407022	0.00543611395317927	0.00200418971716534	0
ERVK13-1	0.3621026997383	0.341060981361723	0.235500974298838	0.570913768597049	0.510892480997841	0.48235098532289	0.232004409989945	0.566976364715748
ERVK3-1	0.021931659749509	0.0339973591957967	0.0196162377847125	0.0161745697062714	0.0170959773460011	0.0117524660215941	0.0080001075194065	0.00187085057734822
ERVMER34-1	0.00459667116104908	0.0027133232936419	0.00937433703610674	0.00953639963714799	0.380196362717335	0.364616635865559	0.278216829102662	0.120272663739802
ERVV-1	0	0	0	0	0	0	0.00400559907909723	0
ERVV-2	0	0	0	0	0	0	0	0
ERVW-1	0.00092050664080546	0	0.000940179521146817	0.000956481625868699	0.00303169573974167	0	0.00400559907909723	0
ESAM	0.0683365117198295	0.0766857241917095	0.0562583383811061	0.0526097230948685	0.0170959773460011	0.0162472748263195	0.0903692245352619	0.0083997880947557
ESCO1	0.457056408911962	0.383317589634612	0.421140328341068	0.548846193185428	0.377083939700314	0.307817277566932	0.480783789920339	0.314177927632243
ESCO2	0.15110192499841	0.206315229428327	0.0928749130162454	0.070943463181892	0.290405307620985	0.321683507426612	0.145804645892119	0.107297051215155
ESD	0.874643331589887	0.978280629402143	0.971031473028649	0.798648324666305	0.539710615760741	0.45942820149036	0.477906569251314	0.332877691458948
ESF1	0.408627460848014	0.366563175433739	0.342473867180037	0.379725055382948	0.191998440445783	0.195779331016704	0.146710759320788	0.26205310298763
ESM1	0	0	0	0	0.0130915822044697	0.0135520703556924	0.0560558345422088	0.037875750247633
ESPL1	1.05829730676416	1.10700068387254	0.609213624582603	0.577981611203068	1.0564855268653	1.14276839819811	0.97385268001478	0.444388509863124
ESPN	0.924008455003332	1.05740430838153	1.1680485801799	1.75797173735067	0.487271869397724	0.275184907231438	0.472857584217849	0.475015965809538
ESPNL	0.103900793787964	0.0480757744298609	0.125139825501366	0.0944342373952684	0	0.00543611395317927	0.00600423578932535	0.000935728547639116
ESPNP	0.150272448445373	0.161691179893138	0.115622699200679	0.177999496501268	0.0448197834455612	0.00814650889126617	0.0473484347259128	0.00746888977464948
ESR1	0.00643124663314559	0.00632316783180849	0.00656842619319756	0.0161745697062714	0.00101127328286897	0.00453151623021515	0	0
ESR2	0.0700918462989262	0.0775438972396502	0.0196162377847125	0.0498394559304878	0.0604259972004679	0.0517103337218439	0.0599089848180412	0.0259736788227059
ESRG	0	0	0	0	0	0	0.00200418971716534	0.00280536687488088
ESRP1	0.821967276608628	0.724190299065631	0.626983376704116	1.14383818313148	0.942147335334116	0.798504530759058	1.32312331893245	0.59451327448664
ESRP2	0.845730474368017	0.806724802240901	0.853633413391565	0.972062823280129	0.538318128473274	0.618060813884254	0.621049316124415	0.648058746166285
ESRRA	0.584721924925265	0.57902857506695	0.623324790360335	0.69075265469654	0.414756114433274	0.707493252197879	0.453215705722159	0.894543671236906
ESRRB	0.0182994579149361	0.0260174568948991	0.076021729112758	0.108702258003867	0	0.00814650889126617	0.0080001075194065	0.00373927822446344
ESRRG	1.27659173820887	1.2501242166698	1.26984289683718	1.03224681623025	0	0	0	0
ESS2	0.601204579615846	0.592299690496681	0.654728495294593	0.531078264747641	0.392579339842193	0.453474426198919	0.372634261140034	0.489089267695393
ESX1	0	0	0	0	0	0.00634014483126115	0.0139712090684665	0.000935728547639116
ESYT1	1.3237039220474	1.47454738573336	1.39527662856052	1.49492801861205	2.25982155218379	2.28079195209906	1.80342482928332	2.37825782751057
ESYT2	1.38738981178324	1.50357238666794	1.47694424222076	1.5271545861764	1.15517422366866	1.0904432903327	1.60443219415875	1.19769125812672
ESYT3	0.183895890038971	0.14868375949821	0.170135137083548	0.154981841469958	0.35510691574845	0.260862221583957	0.589408254681958	0.18345585919067
ETAA1	0.45638547649468	0.420994738213838	0.481662945458564	0.384863555393277	0.258624986844897	0.244864675790123	0.361749931154121	0.188392970750917
ETDA	0	0	0	0	0	0.0036263509510773	0	0
ETDB	0	0	0	0	0	0	0	0
ETDC	0	0	0	0	0	0	0	0
ETF1	1.31891370657082	1.31414494268009	1.25336817358495	1.21686774456757	1.13135861521669	1.16520358503136	1.02057064113191	1.34792675249846
ETFA	0.94329105800721	1.0403392034372	0.909776710812792	0.989515957593219	0.517267909086383	0.495288027138172	0.530922147771895	0.54404854561082
ETFB	0.610883950899799	0.675141304296385	0.699430529102131	0.58054317503725	0.825972872646366	1.05505751694667	0.944973880876408	0.932801982896297
ETFBKMT	0.229375714687423	0.174582371789747	0.207267119216029	0.231136243753955	0.0487371921523944	0.0144510314185591	0.0336982602651762	0.037875750247633
ETFDH	0.266592937107712	0.305609011719894	0.303377897984144	0.350756321607866	0.343194331946066	0.304881011475104	0.395684933766051	0.292178122264508
ETFRF1	0.19841342466256	0.219593164357184	0.241082040625092	0.409564912683113	0.135100056956852	0.0560825452836513	0.0637518715050642	0.0933265446477129
ETHE1	0.123474210414169	0.13308356455948	0.12341410212544	0.101585886179693	0.289577890356206	0.290109365230338	0.378817207345167	0.161027359259048
ETNK1	2.07897802616605	1.93924468315691	1.92422400653031	2.13910302340458	0.677649807261002	0.495931843952505	0.64240686452709	0.758966693901606
ETNK2	0.415547592562344	0.333177866864587	0.366016715629519	0.21061199757729	0.0806562586483996	0.0973950469907209	0.10162802720687	0.0360510412902643
ETNPPL	0	0	0.00187974674248881	0	0	0.00181431487241254	0.00300524146031362	0
ETS1	0.594512139716543	0.504409844608078	0.5156104503681	0.41316205605827	0.0040408468950348	0	0.00100244288571136	0.000935728547639116
ETS1-AS1	0	0	0	0	0	0	0	0
ETS2	0.650138788683452	0.631395917987899	0.609213624582603	0.722991873000759	0.500203756775869	0.422654269692672	0.77899437876974	0.71858209323388
ETV1	0.257378252636	0.333896296233444	0.267105825629615	0.39871935381047	0.114690073507951	0.102476911403568	0.114653200844565	0.0158254295759505
ETV2	0.0137463081135551	0.0108228086733338	0.0177594739584716	0.0133333789038487	0.0040408468950348	0.00904884348910379	0.0119835865665576	0.00467258540880155
ETV3	0.380610143206479	0.371470011124895	0.387744581729564	0.461907932058845	0.433604177527805	0.44949154854548	0.509949115554652	0.787445955425928
ETV3L	0	0	0	0	0	0	0	0
ETV4	0.0318733185289975	0.0286823316505642	0.0288643800587121	0	0.226993403713677	0.366025967121501	0.172743505106307	0.280665898607604
ETV5	0.0883950540869008	0.205530355676073	0.20237106003911	0.183907570137454	0.177759263258999	0.315131903398692	0.114653200844565	0.171038652621188
ETV6	0.750973190218276	0.762583343389697	0.764542873689044	0.715436456269963	0.223531859904484	0.208404541791138	0.168288482292272	0.128858687429778
ETV7	0.0155692927667885	0.0224566161193553	0.00656842619319756	0.00668209277307456	0.0428570829454154	0.0973950469907209	0.0913108212835357	0.0604919936276138
ETV7-AS1	0	0	0	0	0	0	0	0
EVA1A	0	0	0.000940179521146817	0	0	0	0.00300524146031362	0
EVA1B	0.0604109688403963	0.0489511304790686	0.0508210013578139	0.070943463181892	0.551492804849141	0.626317117903994	0.559100958321602	0.483074654920981
EVA1C	0.197610716082522	0.231208357727452	0.194173855635203	0.127217417994317	0.0700948421897059	0.0922952185154781	0.157539961434294	0.0694401444691876
EVADR	0	0	0	0	0	0	0	0
EVC	1.72675598283417	1.68372674119435	1.66840676207815	1.74089766965384	0.599686383582556	0.563825635201343	0.787152860364863	0.436801851151869
EVC2	0.17983717965777	0.162500262878688	0.170970760778752	0.144632697285313	0	0	0	0
EVI2A	0	0	0	0	0	0.00090744264359124	0.00100244288571136	0
EVI2B	0	0	0	0	0.00101127328286897	0	0	0.00467258540880155
EVI5	0.315508055427472	0.364455126216043	0.276453830111195	0.388522739456642	0.184006203143491	0.140030805678117	0.197440550815096	0.0871716481561688
EVI5L	0.490211324759253	0.584472431316304	0.701166980384928	0.609678830525189	0.650839223402071	0.706937267593448	0.841887307933475	0.811112319422341
EVL	1.86259480441528	2.01040241275349	1.89821973726322	1.7440430803123	1.44401069211138	1.52323801675317	1.5825006559807	1.095830198338
EVPL	0.0182994579149361	0.00722421941967831	0.0140387618673584	0.0256049971878206	2.17991807745251	2.23679091095522	1.62733426155136	2.13997351879043
EVPLL	0	0	0	0	0.0100809748871015	0.00995061407389539	0	0.037875750247633
EVX1	0	0	0	0	0	0	0.00200418971716534	0
EVX1-AS	0	0	0	0	0	0	0	0
EVX2	0	0	0	0	0	0	0	0
EWSAT1	0.298388593177612	0.301941993248447	0.407732868751524	0.35599885435169	0.00202183819888801	0.00453151623021515	0.00200418971716534	0
EWSR1	2.62284004783897	2.71995468003289	2.52004966480075	2.30104546608603	1.78689670791661	2.18363393534589	1.42597689217622	2.10384667042314
EXD1	0	0	0	0	0.00202183819888801	0.00090744264359124	0.00100244288571136	0
EXD2	0.731140380573494	0.671735538867361	0.82099887599488	0.936510067711709	0.593665703349234	0.544039910144299	0.849142152772984	0.302840609695756
EXD3	0.252748745227	0.207099676415502	0.197458328560338	0.252176175947567	0.358267061955547	0.293816480264287	0.618438905101893	0.329157078879491
EXO1	0.436111027737457	0.556429924926284	0.336527632076746	0.148090667396457	0.367706178861776	0.36884050612863	0.45833377868726	0.150946108795219
EXO5	0.26812301200043	0.248838653859649	0.301852841328201	0.271329020037538	0.178653341045722	0.209974952906904	0.0884841853887258	0.145878942779974
EXOC1	0.429972714131587	0.397132486378782	0.428147155028947	0.490792569930425	0.65469994646352	0.471262544342724	0.742898187405458	0.50632527523898
EXOC1L	0	0	0	0	0	0	0	0
EXOC2	0.610883950899799	0.591699099012551	0.602415702163405	0.509732635050479	0.474223015198297	0.396687961001857	0.751262770954257	0.444388509863124
EXOC3	0.369961765993957	0.461662572141801	0.44551676905565	0.42603801169572	0.567964357728181	0.616877475302002	0.581388358124886	0.715735178887875
EXOC3-AS1	0.0996103338535086	0.100523688486623	0.159227753932622	0.0736735393663876	0.0729829047048767	0.076025792239446	0.0444342502542884	0.0942036759513934
EXOC3L1	0.121782676870818	0.131431582892267	0.113885547114383	0.0944342373952684	0.0180953418602317	0.00904884348910379	0.0209064020071173	0.00746888977464948
EXOC3L2	0	0	0	0	0.00706407191249687	0	0.00200418971716534	0
EXOC3L4	0.0110075047483647	0.00451937461060254	0.0140387618673584	0.0123850705329064	0	0	0.00300524146031362	0
EXOC4	0.888139250108998	0.755093319607744	1.05626333307336	0.841460838887289	0.899941710904034	0.76684608665435	1.17377539700307	0.924935278105917
EXOC5	1.54810330440759	1.56207492382139	1.35980456926303	1.50877961235189	1.00044884315627	1.01698885861423	1.11480168418255	1.06170859864537
EXOC6	0.391882445865496	0.426393992341352	0.425348506686932	0.386328342924627	0.0643013146513642	0.0552091623579135	0.0969475326625147	0.0167509531528615
EXOC6B	0.265061237744893	0.273014789036882	0.296502411685386	0.248959168098637	0.230446661911622	0.20525858193685	0.259909108671323	0.337329797781968
EXOC7	1.69155476501249	1.80423233565977	1.78488531454882	2.0938726307561	2.25855364121698	2.50858210143692	1.7142494101759	2.66012412997002
EXOC8	0.249654133098342	0.241965477870433	0.288824354603463	0.262582184099898	0.453687258686081	0.377950020629201	0.700948989006511	0.43749319834905
EXOG	0.29988533281812	0.268512515870774	0.269448511392047	0.307342772599283	0.359056018107687	0.430084427149353	0.260746337299223	0.200662333876042
EXOSC1	0.134421098596562	0.179387025534283	0.175974364351864	0.171217652854784	0.188451799944943	0.158040709869938	0.207028456727508	0.139944667043588
EXOSC10	1.26591010000145	1.25998592216157	1.07424113585608	1.11408935487789	1.01653978416692	1.00844112160141	0.625606200787305	0.885451942308625
EXOSC10-AS1	0.00367850784419019	0.00722421941967831	0	0.011436138412467	0	0	0	0.00467258540880155
EXOSC2	0.851355454703701	0.945280716202745	0.865554486283874	0.739705024632881	0.738335701559054	0.824878555066802	0.539226728669987	0.605013338468118
EXOSC3	0.411399498034538	0.451768065467054	0.47220256727261	0.402343606790985	0.291232250615798	0.294556761554452	0.227728942481876	0.303599208991407
EXOSC4	0.358516194871118	0.336766441429543	0.433728217097308	0.291013154057725	0.203465174979131	0.380741415389168	0.181612490785254	0.485750912307933
EXOSC5	0.610280889047921	0.564410391248417	0.803861914824279	0.405236468078295	0.282941413003226	0.391853296674016	0.407829674008091	0.392565216304069
EXOSC6	1.61696566804925	1.67807976225263	1.50471826364834	1.45220731927743	0.64890498063974	0.804753699800516	0.712010396506558	0.707160572423177
EXOSC7	0.345530447684438	0.278996046741716	0.38414591937589	0.273705345730328	0.20258634694208	0.275934808325968	0.25907139389854	0.251870002162368
EXOSC8	0.485615252960318	0.4999356223029	0.421140328341068	0.397993409376099	0.257779135230018	0.244098445198784	0.235415684625493	0.185103441036336
EXOSC9	0.744942039595419	0.705436714078416	0.779961200370463	0.504346512652061	0.455901552304941	0.440824073090623	0.382668135711468	0.19413166104955
EXPH5	0.109032559746988	0.0628850730767029	0.0858028164829812	0.0627220996114401	0.143367080776302	0.0863225439359653	0.225157566904527	0.0287290387467735
EXT1	0.22544312807753	0.221147270501324	0.241877576254132	0.227871922521084	0.992843986286305	1.13369571493865	1.29887359451148	1.14321660384447
EXT2	0.418306377715073	0.418964797007007	0.538453985168149	0.452848966456522	0.932638900659005	0.883129560570859	1.45479717302345	0.595752549953849
EXTL1	0.017389976809418	0.0242381351093483	0.0121748012287584	0.0302971948520408	0	0.00453151623021515	0.0129777401146354	0
EXTL2	0.367822626617678	0.301207469733917	0.402761699576287	0.361222405490164	0.44405251869696	0.377251327227843	0.380358812406417	0.316434739071054
EXTL3	0.52198026833975	0.455073780092752	0.612293032032699	0.442325137710581	1.47491011587494	1.22932781348221	1.9269749166702	1.3446134166114
EXTL3-AS1	0	0	0	0.00286754458525945	0.00101127328286897	0.00634014483126115	0	0.00280536687488088
EYA1	0.704830298706326	0.595298903254069	0.444134869839198	0.788159304947119	0	0.00090744264359124	0.00100244288571136	0
EYA2	1.16357607890494	1.17633642739487	1.36820831057625	0.511076029564368	0	0	0.00300524146031362	0
EYA3	0.694056605213144	0.732387067839477	0.61843219798141	0.574130717408569	0.575451424875419	0.5699534367795	0.588741630140091	0.655803057472902
EYA4	1.83292016922896	1.78911895943196	2.06932200573698	2.1375817284388	0.0300340289350012	0.0314257167526995	0.0666273338613818	0.0442441181348482
EYS	0.15275944875304	0.21414057115703	0.136306989837856	0.298034206598756	0.00807040738017081	0	0.0119835865665576	0
EZH1	0.715524132894526	0.688122761066338	0.659499732805849	1.00007874339658	0.417030926584224	0.436806068891636	0.471411765616893	0.415905864281724
EZH2	1.63753215733203	1.39829252194558	1.2934403281587	1.08235923261494	1.75638029005894	1.3986354998796	1.74479063074211	1.18251257571251
EZHIP	0	0	0	0	0	0	0	0
EZR	1.7491161613863	1.75733805566602	1.92298446888317	1.96084110169249	1.54592125556632	1.54828354793399	2.13373591145047	1.6958536242818
EZR-AS1	0	0	0	0	0	0	0	0
F10	0.00184042632997661	0.00542155313020921	0.00187974674248881	0.00763415598974026	0.00807040738017081	0.00543611395317927	0.00600423578932535	0.00373927822446344
F10-AS1	0	0	0	0	0	0	0	0
F11	0	0	0	0	0	0	0	0
F11-AS1	0	0	0	0	0	0	0	0
F11R	0.892113915120052	0.829827935854929	0.939013270432839	1.11894344859708	1.56860824216129	1.671657132279	2.43681886173789	1.69469745368691
F12	0.37919489240872	0.357405965770275	0.418328041279888	0.47091036940383	0.16518364446584	0.159666880041443	0.226015201427778	0.107297051215155
F13A1	0.00092050664080546	0	0	0	0	0	0	0
F13B	0	0	0	0	0	0	0	0
F2	0.00643124663314559	0	0.000940179521146817	0.000956481625868699	0	0	0	0
F2R	0	0	0.00656842619319756	0.000956481625868699	0.238186403096	0.234871794563512	0.659014128986502	0.198216794613581
F2RL1	0	0	0.000940179521146817	0	0.549420574658196	0.47518585062427	0.544736676703672	1.05180948323701
F2RL2	0	0	0	0	0	0	0.00100244288571136	0
F2RL3	0.00367850784419019	0	0	0.00286754458525945	0	0	0	0
F3	0.00275975981556453	0.0126187428323914	0.0112419170426342	0	0.0681662502399193	0.0552091623579135	0.107224650133573	0.0514879963434491
F5	0	0	0	0	0	0	0	0
F7	0.00184042632997661	0	0	0.000956481625868699	0	0	0.00600423578932535	0
F8	0.0309723569738507	0.0419333653767518	0.0562583383811061	0.0442829119223367	0.0389236533258015	0.0367449137802259	0.0307563438852754	0.0186002209720143
F8A1	0.0953070763651932	0.131431582892267	0.149933579420571	0.133336707709455	0.121215532913403	0.134252909789114	0.12664360559598	0.135690904059245
F8A2	0	0.000905008220201335	0	0	0	0.00090744264359124	0	0
F8A3	0	0	0	0	0	0.00090744264359124	0	0
F9	0	0	0	0	0	0	0	0
FA2H	0.251202268913772	0.288663010411611	0.27723010326093	0.486018445452574	0	0.00453151623021515	0.00899700890555479	0
FAAH	0.403067356297827	0.375662628003272	0.370388546514086	0.457733938167041	0.461789773713275	0.554584852887862	0.374182483671646	0.363757717015478
FAAH2	0.131902256030747	0.0979883794539142	0.0875740933436557	0.154122242676189	0.0190940145871505	0.00904884348910379	0.0189283178330795	0.00933008614044983
FAAHP1	0.00184042632997661	0.00361663156738878	0.00187974674248881	0	0	0	0.00100244288571136	0.00187085057734822
FAAP100	0.991789041608597	1.13488877585058	1.11779598811079	1.21892442737881	1.15335614666648	1.14071142903303	0.873977051745116	0.94062602476928
FAAP20	0.532204107256707	0.572346955262267	0.609830032132435	0.490111518634622	0.900483748883355	1.026377807488	0.91337705823009	0.943549135613161
FAAP24	0.0648194223653774	0.0758270403640694	0.0435391936295415	0.0199541411467081	0.0672009866008704	0.0578277265404626	0.035656210295514	0.0351378206273038
FABP1	0	0	0	0	0	0	0	0
FABP12	0.00275975981556453	0	0.00187974674248881	0.00286754458525945	0	0	0	0
FABP2	0	0	0	0	0	0	0	0
FABP3	0.021931659749509	0.0188869647731946	0.0177594739584716	0.0199541411467081	0.0040408468950348	0.00181431487241254	0.00899700890555479	0.00280536687488088
FABP4	0	0	0	0	0.0428570829454154	0.108383216812782	0.0238684522497314	0.0333096432736935
FABP5	0.621696178437745	0.6591784914008	0.56793715138137	0.313515282728244	1.58758192754283	2.02540885075609	1.80198764696716	1.48865970447498
FABP5P3	0	0	0	0	0	0.00090744264359124	0	0
FABP6	0	0	0.000940179521146817	0.00191232954123361	0.00605703399698432	0.00090744264359124	0.00300524146031362	0
FABP6-AS1	0	0	0	0	0	0	0	0
FABP7	0	0	0	0	0	0	0	0
FABP9	0	0	0	0	0	0	0	0
FADD	0.35707909272499	0.372169627273809	0.43859399816039	0.336429805167482	0.200827083202379	0.19181118671718	0.255715662045857	0.227293168681666
FADS1	2.09091503428095	1.90894950223352	1.92149561655151	1.37831412771211	0.632032015942529	0.623962991326783	1.06630204803539	0.307386233669468
FADS2	3.46245558757884	2.86952884113666	3.31193375358111	3.05055009972047	0.0739443088650207	0.0905912616864253	0.201806590565813	0.0424274511482644
FADS3	0.290881513859438	0.324528692695268	0.255334993072782	0.331115545002457	0.29371023940962	0.354712579055539	0.302813298695597	0.709452121787474
FADS6	0	0	0	0	0.0110852088787965	0.00634014483126115	0.0771219325655826	0
FAF1	1.26015509431267	1.20803114753173	1.10953830719183	1.02568235541	0.930517377664392	0.80683075528596	0.961031736546236	0.740036982419597
FAF1-AS1	0.00459667116104908	0	0.00937433703610674	0.000956481625868699	0.00504929265229572	0.00181431487241254	0.00300524146031362	0.00373927822446344
FAF2	1.0010200062772	1.0513015721552	1.11302098805916	1.02474213222765	1.23212175269054	1.3226465807066	1.3227224789324	1.29702864224101
FAH	0.0524416458347862	0.039292877519277	0.0652752739778018	0.0142810643447586	0.170586623592593	0.158854024078028	0.141265522499363	0.121133569201517
FAHD1	0.498708234066099	0.527203472595714	0.574899096164472	0.42532568766697	0.38640113697489	0.424008056808853	0.241366074967505	0.512243929772336
FAHD2A	0.349149339890031	0.443803308665752	0.409858137289027	0.387060179360663	0.726156426722418	0.65715198137776	0.701565741656935	0.35060427132665
FAHD2B	0.180649835712287	0.207099676415502	0.197458328560338	0.175460039628218	0.136941271601543	0.118452393885927	0.19656575506495	0.040608493698143
FAHD2CP	0.0515534419749782	0.06115067222577	0.0589693414104215	0.070943463181892	0.00303169573974167	0.00090744264359124	0.0209064020071173	0.00373927822446344
FAIM	0.200017503194276	0.203959326017156	0.150780982910151	0.105148459947075	0.0623649571434641	0.0897385279779448	0.0742673319276826	0.0747825156262485
FAIM2	0.0568744811826971	0.00812470859677783	0.0453630941409609	0.0208974888873534	0.0040408468950348	0.0036263509510773	0	0
FALEC	0.00367850784419019	0.00361663156738878	0	0	0	0	0	0.00187085057734822
FAM102A	0.403067356297827	0.483842021845527	0.718417501471502	1.16105516417896	0.556316464778673	0.44416388279476	0.464160858182825	0.732169621904044
FAM102B	0.529016933676252	0.371470011124895	0.404183782385923	0.38779164474598	0.678282121060089	0.642689315424719	0.831218013582356	0.286049703570901
FAM104A	0.806255960194675	0.862559227254255	0.75677147498245	0.837718208909656	0.683330679316287	0.631013878223018	0.59539405479796	0.701415723885994
FAM104B	0.324359951706773	0.332459079555966	0.427448001750292	0.234393195625061	0.0758651972938176	0.0863225439359653	0.0884841853887258	0.0424274511482644
FAM106A	0	0	0	0	0.134178567702216	0.0854672826310598	0.103495981541929	0.0809903807978438
FAM106B	0	0.000905008220201335	0	0.00382212759544648	0.0190940145871505	0.0243028086350321	0.0179382577562447	0.0148993118722317
FAM106C	0.017389976809418	0.0153084591483454	0.00937433703610674	0.0133333789038487	0	0.00090744264359124	0.00400559907909723	0
FAM107A	0.00643124663314559	0.000905008220201335	0.000940179521146817	0.000956481625868699	0.0040408468950348	0	0	0
FAM107B	0.497404270092001	0.640716349094179	0.623935199416274	0.366427111980714	0.0633334607651108	0.0647874169791177	0.153037668312969	0.0685478227525914
FAM110A	0.382024007036087	0.486429092720796	0.522174166375053	0.55992217389837	0.170586623592593	0.269171624476651	0.285639900971301	0.141642666636576
FAM110B	0	0	0	0	0.0040408468950348	0.00090744264359124	0.0366341897512519	0.000935728547639116
FAM110C	0.00092050664080546	0.000905008220201335	0	0.00191232954123361	0.10437577207777	0.0647874169791177	0.168288482292272	0.129714486048359
FAM110D	0.00459667116104908	0.0126187428323914	0.00750433629866991	0.0142810643447586	0.0140937234786934	0.00724360957441594	0.0179382577562447	0.00560528920908182
FAM111A	0.00826349216504736	0.00180944908110813	0	0.00668209277307456	0.788394731131724	0.751291834190133	0.576689413747755	0.323932048472049
FAM111A-DT	0	0	0	0.00382212759544648	0.0633334607651108	0.0473248315077076	0.0579836960540825	0.0268927169635441
FAM111B	0.695194474419775	0.765248955886086	0.799545678248343	0.343987808031724	0.359844543044914	0.339727831849315	0.30606137078398	0.135690904059245
FAM114A1	0	0	0	0	0.394889361824723	0.417226381770094	0.700948989006511	0.371737293279705
FAM114A2	0.139445628837142	0.155202129101116	0.171805900752345	0.197321570673394	0.200827083202379	0.158854024078028	0.246446948431766	0.27912397118567
FAM117A	0.387665646870464	0.352450979466905	0.522174166375053	0.644984060191849	0.332789923409289	0.356840608163391	0.413111017817887	0.338810785327553
FAM117B	0.967037442481501	0.943398913454155	0.916768004447272	0.894922710793696	0.280444842276905	0.36108727269883	0.425857218036427	0.26205310298763
FAM118A	0.373519964938698	0.465601451881335	0.467449012591268	0.539002149553162	0.755815000351779	0.682259365966001	0.80620296500671	0.522706399455085
FAM118B	0.749878491067713	0.877419105406403	0.852071203393922	0.812334494001209	0.676384347651155	0.718016452168216	0.838526573544879	0.534386690994778
FAM120A	1.6475595484588	1.76481646466784	1.75482514430537	1.91970631479942	1.86256571243241	1.97596361576076	1.71272054165542	2.02577505617401
FAM120AOS	0.75806855915592	0.770565450772923	0.789786671283062	0.862663017504265	0.520797677486604	0.567505438578978	0.531616024935451	0.502365972765608
FAM120B	0.0110075047483647	0.0108228086733338	0.00937433703610674	0.0208974888873534	0.0130915822044697	0.00814650889126617	0.00999322190910313	0.0158254295759505
FAM120C	0.223867087004428	0.231208357727452	0.288054296647985	0.22296154994054	0.279611691045801	0.341161675079913	0.357842683670082	0.154314358979195
FAM122A	0.54361998200059	0.445798623978522	0.593093882713703	0.566397955118812	0.259470342827834	0.265400555072323	0.349209308029544	0.208784320917641
FAM122B	0.923037526280371	0.764183301832698	0.644536918214131	0.634544544942447	0.980079457750937	0.965855627954064	0.771964484781408	0.773276597239162
FAM122C	0.0875287181884586	0.123974166750613	0.0813650866140197	0.0827366610144991	0.130486713574192	0.120958745559872	0.136712072663953	0.0433360705889176
FAM124A	0.0228382831586175	0.0463234673499744	0.0858028164829812	0.07730562310471	0.0150951691173042	0.035859741757748	0.0502567445297076	0.00373927822446344
FAM124B	0	0	0	0	0	0	0	0
FAM126A	1.92551604597556	2.06659159805983	1.98297902979355	2.15830662998792	0.420814327438923	0.415185647306093	0.665350978141248	0.426391689555667
FAM126B	0.63420887378496	0.5625726594828	0.505708542374085	0.751119553980908	0.33840161929057	0.299728121826639	0.407829674008091	0.404636337007421
FAM131A	0.284847597470698	0.221923696228577	0.207267119216029	0.270536040865648	0.4499892001649	0.39530828077024	0.602015945141197	0.460804027206754
FAM131B	0	0	0	0.000956481625868699	0.0920903041252175	0.0982432684748777	0.291387110925457	0.0977068780805306
FAM131C	0.0586438086381507	0.0179931701700953	0.0343849424160335	0.0171203912577502	0.0487371921523944	0.0517103337218439	0.156640626151637	0.040608493698143
FAM133A	0.00826349216504736	0.00180944908110813	0.000940179521146817	0.0171203912577502	0	0	0	0
